ADHD	ASD	BD	MDD	SCZ
H2AFY	0	0	0	0	0
H2AFY2	0	0	0	0	0
H2AFZ	0	0	0	0	0
H3F3A	0	0	0	0	0
H3F3AP4	0	0	0	0	0
H3F3B	0	0	0	0	0
H3F3C	0	0	0	0	0
H6PD	0	0	0	0	0
HAAO	0	0	0	0	0
HABP2	0	0	0	0	0
HABP4	0	0	0	0	0
HACE1	0	0	0	0	0
HACL1	0	0	0	0	0
HADH	0	0	0	0	0
HADHA	0	0	0	0	0
HADHB	0	0	0	0	0
HAGH	0	0	0	0	0
HAGHL	0	0	0	0	0
HAL	0	0	0	0	0
HAMP	0	0	0	0	0
HAND1	0	0	0	0	0
HAND2	0	0	0	0	0
HAO1	0	0	0	0	0
HAO2	0	0	0	0	0
HAP1	0	0	0	0	0
HAPLN1	0	0	0	0	0
HAPLN2	0	0	0	0	0
HAPLN3	0	0	0	0	0
HAPLN4	0	0	0	0	0
HAR1A	0	0	0	0	0
HAR1B	0	0	0	0	0
HARBI1	0	0	0	0	0
HARS	0	0	0	0	0
HARS2	0	0	0	0	0
HAS1	0	0	0	0	0
HAS2	0	0	0	0	0
HAS2-AS1	0	0	0	0	0
HAS3	0	0	0	0	0
HAT1	0	0	0	0	0
HAUS1	0	0	0	0	0
HAUS2	0	0	0	0	0
HAUS3	0	0	0	0	0
HAUS4	0	0	0	0	0
HAUS5	0	0	0	0	0
HAUS6	0	0	0	0	0
HAUS8	0	0	0	0	0
HAVCR1	0	0	0	0	0
HAVCR1P1	0	0	0	0	0
HAVCR2	0	0	0	0	0
HAX1	0	0	0	0	0
HBA1	0	0	0	0	0
HBA2	0	0	0	0	0
HBB	0	0	0	0	0
HBBP1	0	0	0	0	0
HBD	0	0	0	0	0
HBE1	0	0	0	0	0
HBEGF	0	0	0	0	0
HBG2	0	0	0	0	0
HBM	0	0	0	0	0
HBP1	0	0	0	0	0
HBQ1	0	0	0	0	0
HBS1L	0	0	0	0	0
HBZ	0	0	0	0	0
HCAR1	0	0	0	0	0
HCAR2	0	0	0	0	0
HCAR3	0	0	0	0	0
HCCAT5	0	0	0	0	0
HCFC1R1	0	0	0	0	0
HCFC2	0	0	0	0	0
HCG11	0	0	0	0	0
HCK	0	0	0	0	0
HCLS1	0	0	0	0	0
HCN1	0	0	0	0	0
HCN2	0	0	0	0	0
HCN3	0	0	0	0	0
HCN4	0	0	0	0	0
HCRT	0	0	0	0	0
HCRTR1	0	0	0	0	0
HCRTR2	0	0	0	0	0
HCST	0	0	0	0	0
HDAC1	0	0	0	0	0
HDAC10	0	0	0	0	0
HDAC11	0	0	0	0	0
HDAC2	0	0	0	0	0
HDAC3	0	0	0	0	0
HDAC4	0	0	0	0	0
HDAC5	0	0	0	0	0
HDAC7	0	0	0	0	0
HDAC9	0	1	0	0	0
HDC	0	0	0	0	0
HDDC2	0	0	0	0	0
HDDC3	0	0	0	0	0
HDGF	0	0	0	0	0
HDGFL1	0	0	0	0	0
HDGFRP2	0	0	0	0	0
HDGFRP3	0	0	0	0	0
HDHD2	0	0	0	0	0
HDHD3	0	0	0	0	0
HDLBP	0	0	0	0	0
HEATR1	0	0	0	0	0
HEATR2	0	0	0	0	0
HEATR3	0	0	0	0	0
HEATR4	0	0	0	0	0
HEATR5A	0	0	0	0	0
HEATR5B	0	0	0	0	0
HEATR8-TTC4	0	0	0	0	0
HEBP1	0	0	0	0	0
HEBP2	0	0	0	0	0
HECA	0	0	0	0	0
HECTD1	0	0	0	0	0
HECTD2	0	0	0	0	0
HECTD3	0	0	0	0	0
HECTD4	0	0	0	0	0
HECW1	0	0	0	0	0
HECW2	0	0	0	0	0
HEG1	0	0	0	0	0
HEIH	0	0	0	0	0
HELB	0	0	0	0	0
HELLS	0	0	0	0	0
HELQ	0	0	0	0	0
HELT	0	0	0	0	0
HELZ	0	0	0	0	0
HELZ2	0	0	0	0	0
HEMGN	0	0	0	0	0
HEMK1	0	0	0	0	0
HENMT1	0	0	0	0	0
HEPACAM	0	0	0	0	0
HEPACAM2	0	0	0	0	0
HEPHL1	0	0	0	0	0
HERC1	0	0	0	0	0
HERC2	0	0	0	0	0
HERC2P10	0	0	0	0	0
HERC2P2	0	0	0	0	0
HERC2P3	0	0	0	0	0
HERC2P4	0	0	0	0	0
HERC2P9	0	0	0	0	0
HERC3	0	0	0	0	0
HERC4	0	0	0	0	0
HERC5	0	0	0	0	0
HERC6	0	0	0	0	0
HERPUD1	0	0	0	0	0
HERPUD2	0	0	0	0	0
HES1	0	0	0	0	0
HES2	0	0	0	0	0
HES3	0	0	0	0	0
HES4	0	0	0	0	0
HES5	0	0	0	0	0
HES6	0	0	0	0	0
HES7	0	0	0	0	0
HESX1	0	0	0	0	0
HEXA	0	0	0	0	0
HEXA-AS1	0	0	0	0	0
HEXB	0	0	0	0	0
HEXDC	0	0	0	0	0
HEXIM1	0	0	0	0	0
HEXIM2	0	0	0	0	0
HEY1	0	0	0	0	0
HEY2	0	0	0	0	0
HEYL	0	0	0	0	0
HFE	0	0	0	0	1
HFE2	0	0	0	0	0
HFM1	0	0	0	0	0
HGC6.3	0	0	0	0	0
HGD	0	0	0	0	0
HGF	0	0	0	0	0
HGFAC	0	0	0	0	0
HGS	0	0	0	0	0
HGSNAT	0	0	0	0	0
HHAT	0	0	0	0	0
HHATL	0	0	0	0	0
HHEX	0	0	0	0	0
HHIP	0	0	0	0	0
HHIP-AS1	0	0	0	0	0
HHIPL1	0	0	0	0	0
HHIPL2	0	0	0	0	0
HHLA1	0	0	0	0	0
HHLA2	0	0	0	0	0
HHLA3	0	0	0	0	0
HIAT1	0	0	0	0	0
HIATL1	0	0	0	0	0
HIATL2	0	0	0	0	0
HIBADH	0	0	0	0	0
HIBCH	0	0	0	0	0
HIC1	0	0	0	0	0
HIC2	0	0	0	0	0
HID1	0	0	0	0	0
HIF1A	0	0	0	0	0
HIF1A-AS2	0	0	0	0	0
HIF1AN	0	0	0	0	0
HIF3A	0	0	0	0	0
HIGD1A	0	0	0	0	0
HIGD1B	0	0	0	0	0
HIGD1C	0	0	0	0	0
HIGD2A	0	0	0	0	0
HIGD2B	0	0	0	0	0
HILPDA	0	0	0	0	0
HILS1	0	0	0	0	0
HINFP	0	0	0	0	0
HINT1	0	0	0	0	0
HINT2	0	0	0	0	0
HINT3	0	0	0	0	0
HIP1	0	0	0	0	0
HIP1R	0	0	0	0	0
HIPK1	0	0	0	0	0
HIPK2	0	0	0	0	0
HIPK3	0	0	0	0	0
HIPK4	0	0	0	0	0
HIRA	0	0	0	0	0
HIRIP3	0	0	0	0	0
HIST1H1A	0	0	0	0	0
HIST1H1B	0	0	0	0	1
HIST1H1C	0	0	0	0	1
HIST1H1D	0	0	0	0	0
HIST1H1E	0	0	0	0	1
HIST1H1T	0	0	0	0	1
HIST1H2AA	0	0	0	0	0
HIST1H2AB	0	0	0	0	0
HIST1H2AC	0	0	0	0	1
HIST1H2AD	0	0	0	0	1
HIST1H2AE	0	0	0	0	0
HIST1H2AG	0	0	0	0	0
HIST1H2AH	0	0	0	0	0
HIST1H2AJ	0	0	0	0	1
HIST1H2AK	0	0	0	0	1
HIST1H2AL	0	0	0	0	1
HIST1H2AM	0	0	0	0	1
HIST1H2APS1	0	0	0	0	1
HIST1H2BA	0	0	0	0	0
HIST1H2BB	0	0	0	0	0
HIST1H2BC	0	0	0	0	1
HIST1H2BD	0	0	0	0	1
HIST1H2BE	0	0	0	0	1
HIST1H2BF	0	0	0	0	1
HIST1H2BG	0	0	0	0	0
HIST1H2BH	0	0	0	0	0
HIST1H2BI	0	0	0	0	0
HIST1H2BJ	0	0	0	0	0
HIST1H2BK	0	0	0	0	0
HIST1H2BL	0	0	0	0	1
HIST1H2BM	0	0	0	0	1
HIST1H2BN	0	0	0	0	1
HIST1H2BO	0	0	0	0	1
HIST1H3A	0	0	0	0	0
HIST1H3B	0	0	0	0	0
HIST1H3C	0	0	0	0	1
HIST1H3D	0	0	0	0	1
HIST1H3E	0	0	0	0	0
HIST1H3F	0	0	0	0	0
HIST1H3G	0	0	0	0	0
HIST1H3H	0	0	0	0	1
HIST1H3I	0	0	0	0	1
HIST1H3J	0	0	0	0	1
HIST1H4A	0	0	0	0	0
HIST1H4B	0	0	0	0	0
HIST1H4C	0	0	0	0	1
HIST1H4D	0	0	0	0	1
HIST1H4E	0	0	0	0	1
HIST1H4F	0	0	0	0	0
HIST1H4G	0	0	0	0	0
HIST1H4H	0	0	0	0	0
HIST1H4I	0	0	0	0	0
HIST1H4J	0	0	0	0	1
HIST1H4K	0	0	0	0	1
HIST1H4L	0	0	0	0	1
HIST2H2AA4	0	0	0	0	0
HIST2H2AB	0	0	0	0	0
HIST2H2AC	0	0	0	0	0
HIST2H2BC	0	0	0	0	0
HIST2H2BE	0	0	0	0	0
HIST2H2BF	0	0	0	0	0
HIST2H3C	0	0	0	0	0
HIST2H3D	0	0	0	0	0
HIST2H4A	0	0	0	0	0
HIST3H2A	0	0	0	0	0
HIST3H2BB	0	0	0	0	0
HIST3H3	0	0	0	0	0
HIST4H4	0	0	0	0	0
HIVEP1	0	0	0	0	0
HIVEP2	0	0	0	0	0
HIVEP3	0	0	0	0	0
HJURP	0	0	0	0	0
HK1	0	0	0	0	0
HK2	0	0	0	0	0
HK3	0	0	0	0	0
HKDC1	0	0	0	0	0
HKR1	0	0	0	0	0
HLCS	0	0	0	0	0
HLF	0	0	0	0	0
HLTF	0	0	0	0	0
HLTF-AS1	0	0	0	0	0
HLX	0	0	0	0	0
HM13	0	0	0	0	0
HM13-AS1	0	0	0	0	0
HMBOX1	0	0	0	0	0
HMBS	0	0	0	0	0
HMCN1	0	0	0	0	0
HMG20A	0	0	0	0	0
HMG20B	0	0	0	0	0
HMGA1	0	0	0	0	0
HMGA1P7	0	0	0	0	0
HMGA2	0	0	0	0	0
HMGB1	0	0	0	0	0
HMGB2	0	0	0	0	0
HMGB3P1	0	0	0	0	0
HMGB4	0	0	0	0	0
HMGCL	0	0	0	0	0
HMGCLL1	0	0	0	0	0
HMGCR	0	0	0	0	0
HMGCS1	0	0	0	0	0
HMGCS2	0	0	0	0	0
HMGN1	0	0	0	0	0
HMGN2	0	0	0	0	0
HMGN2P46	0	0	0	0	0
HMGN3	0	0	0	0	0
HMGN4	0	0	0	0	0
HMGXB3	0	0	0	0	0
HMGXB4	0	0	0	0	0
HMHA1	0	0	0	0	0
HMHB1	0	0	0	0	0
HMMR	0	0	0	0	0
HMOX1	0	0	0	0	0
HMOX2	0	0	0	0	0
HMP19	0	0	0	0	0
HMSD	0	0	0	0	0
HMX1	0	0	0	0	0
HMX2	0	0	0	0	0
HMX3	0	0	0	0	0
HN1	0	0	0	0	0
HN1L	0	0	0	0	0
HNF1A	0	0	0	0	0
HNF1A-AS1	0	0	0	0	0
HNF1B	0	0	0	0	0
HNF4A	0	0	0	0	0
HNF4G	0	0	0	0	0
HNMT	0	0	0	0	0
HNRNPA0	0	0	0	0	0
HNRNPA1	0	0	0	0	0
HNRNPA1L2	0	0	0	0	0
HNRNPA1P33	0	0	0	0	0
HNRNPA2B1	0	0	0	0	0
HNRNPA3	0	0	0	0	0
HNRNPA3P1	0	0	0	0	0
HNRNPAB	0	0	0	0	0
HNRNPC	0	0	0	0	0
HNRNPCL1	0	0	0	0	0
HNRNPD	0	0	0	0	0
HNRNPF	0	0	0	0	0
HNRNPH1	0	0	0	0	0
HNRNPH3	0	0	0	0	0
HNRNPK	0	0	0	0	0
HNRNPKP3	0	0	0	0	0
HNRNPL	0	0	0	0	0
HNRNPM	0	0	0	0	0
HNRNPR	0	0	0	0	0
HNRNPU	0	0	0	0	0
HNRNPU-AS1	0	0	0	0	0
HNRNPUL1	0	0	0	0	0
HNRNPUL2	0	0	0	0	0
HNRNPUL2-BSCL2	0	0	0	0	0
HNRPDL	0	0	0	0	0
HNRPLL	0	0	0	0	0
HOMER1	0	0	0	0	0
HOMER2	0	0	0	0	0
HOMER3	0	0	0	0	0
HOMEZ	0	0	0	0	0
HOOK1	0	0	0	0	0
HOOK2	0	0	0	0	0
HOOK3	0	0	0	0	0
HOPX	0	0	0	0	0
HORMAD1	0	0	0	0	0
HORMAD2	0	0	0	0	0
HOTAIR	0	0	0	0	0
HOTAIRM1	0	0	0	0	0
HOTTIP	0	0	0	0	0
HOXA-AS3	0	0	0	0	0
HOXA-AS4	0	0	0	0	0
HOXA1	0	0	0	0	0
HOXA10	0	0	0	0	0
HOXA10-HOXA9	0	0	0	0	0
HOXA11	0	0	0	0	0
HOXA11-AS	0	0	0	0	0
HOXA13	0	0	0	0	0
HOXA2	0	0	0	0	0
HOXA3	0	0	0	0	0
HOXA4	0	0	0	0	0
HOXA5	0	0	0	0	0
HOXA6	0	0	0	0	0
HOXA7	0	0	0	0	0
HOXB-AS1	0	0	0	0	0
HOXB-AS3	0	0	0	0	0
HOXB-AS5	0	0	0	0	0
HOXB1	0	0	0	0	0
HOXB13	0	0	0	0	0
HOXB2	0	0	0	0	0
HOXB3	0	0	0	0	0
HOXB4	0	0	0	0	0
HOXB5	0	0	0	0	0
HOXB6	0	0	0	0	0
HOXB7	0	0	0	0	0
HOXB8	0	0	0	0	0
HOXB9	0	0	0	0	0
HOXC-AS5	0	0	0	0	0
HOXC10	0	0	0	0	0
HOXC11	0	0	0	0	0
HOXC12	0	0	0	0	0
HOXC13	0	0	0	0	0
HOXC4	0	0	0	0	0
HOXC8	0	0	0	0	0
HOXC9	0	0	0	0	0
HOXD-AS1	0	0	0	0	0
HOXD-AS2	0	0	0	0	0
HOXD1	0	0	0	0	0
HOXD10	0	0	0	0	0
HOXD11	0	0	0	0	0
HOXD12	0	0	0	0	0
HOXD13	0	0	0	0	0
HOXD3	0	0	0	0	0
HOXD4	0	0	0	0	0
HOXD8	0	0	0	0	0
HOXD9	0	0	0	0	0
HP	0	0	0	0	0
HP07349	0	0	0	0	0
HP1BP3	0	0	0	0	0
HPCA	0	0	0	0	0
HPCAL1	0	0	0	0	0
HPCAL4	0	0	0	0	0
HPD	0	0	0	0	0
HPDL	0	0	0	0	0
HPGD	0	0	0	0	0
HPGDS	0	0	0	0	0
HPN	0	0	0	0	0
HPN-AS1	0	0	0	0	0
HPR	0	0	0	0	0
HPS1	0	0	0	0	0
HPS3	0	0	0	0	0
HPS4	0	0	0	0	0
HPS5	0	0	0	0	0
HPS6	0	0	0	0	0
HPSE	0	0	0	0	0
HPSE2	0	0	0	0	0
HPVC1	0	0	0	0	0
HPX	0	0	0	0	0
HPYR1	0	0	0	0	0
HR	0	0	0	0	0
HRAS	0	0	0	0	0
HRASLS	0	0	0	0	0
HRASLS2	0	0	0	0	0
HRASLS5	0	0	0	0	0
HRC	0	0	0	0	0
HRCT1	0	0	0	0	0
HRG	0	0	0	0	0
HRH1	0	0	0	0	0
HRH2	0	0	0	0	0
HRH3	0	0	0	0	0
HRH4	0	0	0	0	0
HRK	0	0	0	0	0
HRNR	0	0	0	0	0
HRSP12	0	0	0	0	0
HS1BP3	0	0	0	0	0
HS2ST1	0	0	0	0	0
HS3ST1	0	0	0	0	0
HS3ST2	0	0	0	0	0
HS3ST3A1	0	0	0	0	0
HS3ST3B1	0	0	0	0	0
HS3ST4	0	0	0	1	0
HS3ST5	0	0	0	0	0
HS3ST6	0	0	0	0	0
HS6ST1	0	0	0	0	0
HS6ST3	0	0	0	0	0
HSBP1	0	0	0	0	0
HSBP1L1	0	0	0	0	0
HSCB	0	0	0	0	0
HSD11B1	0	0	0	0	0
HSD11B1L	0	0	0	0	0
HSD11B2	0	0	0	0	0
HSD17B1	0	0	0	0	0
HSD17B11	0	0	0	0	0
HSD17B12	0	0	0	0	0
HSD17B13	0	0	0	0	0
HSD17B14	0	0	0	0	0
HSD17B2	0	0	0	0	0
HSD17B3	0	0	0	0	0
HSD17B4	0	0	0	0	0
HSD17B6	0	0	0	0	0
HSD17B7	0	0	0	0	0
HSD17B7P2	0	0	0	0	0
HSD3B2	0	0	0	0	0
HSD3B7	0	0	0	0	0
HSD3BP4	0	0	0	0	0
HSD52	0	0	0	0	0
HSDL1	0	0	0	0	0
HSDL2	0	0	0	0	0
HSF1	0	0	0	0	0
HSF2	0	0	0	0	0
HSF2BP	0	0	0	0	0
HSF4	0	0	0	0	0
HSF5	0	0	0	0	0
HSFY1P1	0	0	0	0	0
HSH2D	0	0	0	0	0
HSP90AA1	0	0	0	0	0
HSP90AB1	0	0	0	0	0
HSP90AB4P	0	0	0	0	0
HSP90B1	0	0	0	0	0
HSP90B2P	0	0	0	0	0
HSPA12A	0	0	0	0	0
HSPA12B	0	0	0	0	0
HSPA13	0	0	0	0	0
HSPA14	0	0	0	0	0
HSPA2	0	0	0	0	0
HSPA4	0	0	0	0	0
HSPA4L	0	0	0	0	0
HSPA5	0	0	0	0	0
HSPA6	0	0	0	0	0
HSPA7	0	0	0	0	0
HSPA8	0	0	0	0	0
HSPA9	0	0	0	0	0
HSPB1	0	0	0	0	0
HSPB11	0	0	0	0	0
HSPB2-C11orf52	0	0	0	0	0
HSPB3	0	0	0	0	0
HSPB6	0	0	0	0	0
HSPB7	0	0	0	0	0
HSPB8	0	0	0	0	0
HSPB9	0	0	0	0	0
HSPBAP1	0	0	0	0	0
HSPBP1	0	0	0	0	0
HSPD1	0	0	0	0	0
HSPE1-MOB4	0	0	0	0	0
HSPG2	0	0	0	0	0
HSPH1	0	0	0	0	0
HTATIP2	0	0	0	0	0
HTATSF1P2	0	0	0	0	0
HTN1	0	0	0	0	0
HTN3	0	0	0	0	0
HTR1A	0	0	0	0	0
HTR1B	0	0	0	0	0
HTR1D	0	0	0	0	0
HTR1E	0	0	0	0	0
HTR1F	0	0	0	0	0
HTR2A	0	0	0	0	0
HTR2B	0	0	0	0	0
HTR3A	0	0	0	0	0
HTR3B	0	0	0	0	0
HTR3C	0	0	0	0	0
HTR3D	0	0	0	0	0
HTR3E	0	0	0	0	0
HTR4	0	0	0	0	0
HTR5A	0	0	0	0	0
HTR6	0	0	0	0	0
HTR7	0	0	0	0	0
HTR7P1	0	0	0	0	0
HTRA1	0	0	0	0	0
HTRA2	0	0	0	0	0
HTRA3	0	0	0	0	0
HTRA4	0	0	0	0	0
HTT	0	0	0	0	0
HTT-AS1	0	0	0	0	0
HULC	0	0	0	0	0
HUNK	0	0	0	0	0
HUS1	0	0	0	0	0
HUS1B	0	0	0	0	0
HVCN1	0	0	0	0	0
HYAL1	0	0	0	0	0
HYAL2	0	0	0	0	0
HYAL3	0	0	0	0	0
HYAL4	0	0	0	0	0
HYALP1	0	0	0	0	0
HYDIN	0	0	0	0	0
HYDIN2	0	0	0	0	0
HYI	0	0	0	0	0
HYLS1	0	0	0	0	0
HYMAI	0	0	0	0	0
HYOU1	0	0	0	0	0
HYPK	0	0	0	0	0
IAH1	0	0	0	0	0
IAPP	0	0	0	0	0
IARS	0	0	0	0	0
IARS2	0	0	0	0	0
IBA57	0	0	0	0	0
IBSP	0	0	0	0	0
IBTK	0	0	0	0	0
ICA1	0	0	0	0	0
ICA1L	0	0	0	0	0
ICAM1	0	0	0	0	0
ICAM2	0	0	0	0	0
ICAM3	0	0	0	0	0
ICAM4	0	0	0	0	0
ICAM5	0	0	0	0	0
ICK	0	0	0	0	0
ICMT	0	0	0	0	0
ICOS	0	0	0	0	0
ICOSLG	0	0	0	0	0
ICT1	0	0	0	0	0
ID1	0	0	0	0	0
ID2	0	0	0	0	0
ID3	0	0	0	0	0
ID4	0	0	0	0	0
IDE	0	0	0	0	0
IDH1	0	0	0	0	0
IDH1-AS1	0	0	0	0	0
IDH2	0	0	0	0	0
IDH3A	0	0	0	0	0
IDH3B	0	0	0	0	0
IDI1	0	0	0	0	0
IDI2	0	0	0	0	0
IDI2-AS1	0	0	0	0	0
IDNK	0	0	0	0	0
IDO1	0	0	0	0	0
IDO2	0	0	0	0	0
IDUA	0	0	0	0	0
IER2	0	0	0	0	0
IER3IP1	0	0	0	0	0
IER5	0	0	0	0	0
IER5L	0	0	0	0	0
IFFO1	0	0	0	0	0
IFFO2	0	0	0	0	0
IFI16	0	0	0	0	0
IFI27	0	0	0	0	0
IFI27L1	0	0	0	0	0
IFI27L2	0	0	0	0	0
IFI30	0	0	0	0	0
IFI35	0	0	0	0	0
IFI44	0	0	0	0	0
IFI44L	0	0	0	0	0
IFI6	0	0	0	0	0
IFIH1	0	0	0	0	0
IFIT1	0	0	0	0	0
IFIT1B	0	0	0	0	0
IFIT2	0	0	0	0	0
IFIT3	0	0	0	0	0
IFIT5	0	0	0	0	0
IFITM1	0	0	0	0	0
IFITM10	0	0	0	0	0
IFITM2	0	0	0	0	0
IFITM3	0	0	0	0	0
IFITM5	0	0	0	0	0
IFLTD1	0	0	0	0	0
IFNA1	0	0	0	0	0
IFNA10	0	0	0	0	0
IFNA13	0	0	0	0	0
IFNA14	0	0	0	0	0
IFNA16	0	0	0	0	0
IFNA17	0	0	0	0	0
IFNA2	0	0	0	0	0
IFNA21	0	0	0	0	0
IFNA22P	0	0	0	0	0
IFNA4	0	0	0	0	0
IFNA5	0	0	0	0	0
IFNA6	0	0	0	0	0
IFNA7	0	0	0	0	0
IFNA8	0	0	0	0	0
IFNAR1	0	0	0	0	0
IFNAR2	0	0	0	0	0
IFNB1	0	0	0	0	0
IFNE	0	0	0	0	0
IFNG	0	0	0	0	0
IFNGR1	0	0	0	0	0
IFNGR2	0	0	0	0	0
IFNK	0	0	0	0	0
IFNL1	0	0	0	0	0
IFNL2	0	0	0	0	0
IFNL3	0	0	0	0	0
IFNL4	0	0	0	0	0
IFNLR1	0	0	0	0	0
IFNW1	0	0	0	0	0
IFRD1	0	0	0	0	0
IFRD2	0	0	0	0	0
IFT122	0	0	0	0	0
IFT140	0	0	0	0	0
IFT172	0	0	0	0	0
IFT20	0	0	0	0	0
IFT27	0	0	0	0	0
IFT43	0	0	0	0	0
IFT46	0	0	0	0	0
IFT52	0	0	0	0	0
IFT57	0	0	0	0	0
IFT74	0	0	0	0	0
IFT80	0	0	0	0	0
IFT81	0	0	0	0	0
IFT88	0	0	0	0	0
IGBP1P1	0	0	0	0	0
IGDCC3	0	0	0	0	0
IGDCC4	0	0	0	0	0
IGF1	0	0	0	0	0
IGF1R	0	0	0	0	0
IGF2	0	0	0	0	0
IGF2-AS	0	0	0	0	0
IGF2BP1	0	0	0	0	0
IGF2BP2	0	0	0	0	0
IGF2BP3	0	0	0	0	0
IGF2R	0	0	0	0	0
IGFALS	0	0	0	0	0
IGFBP1	0	0	0	0	0
IGFBP2	0	0	0	0	0
IGFBP3	0	0	0	0	0
IGFBP4	0	0	0	0	0
IGFBP5	0	0	0	0	0
IGFBP6	0	0	0	0	0
IGFBP7	0	0	0	0	0
IGFBPL1	0	0	0	0	0
IGFL1	0	0	0	0	0
IGFL2	0	0	0	0	0
IGFL3	0	0	0	0	0
IGFL4	0	0	0	0	0
IGFLR1	0	0	0	0	0
IGFN1	0	0	0	0	0
IGHMBP2	0	0	0	0	0
IGIP	0	0	0	0	0
IGJ	0	0	0	0	0
IGLL1	0	0	0	0	0
IGLL3P	0	0	0	0	0
IGLL5	0	0	0	0	0
IGLON5	0	0	0	0	0
IGSF10	0	0	0	0	0
IGSF11	0	0	0	0	0
IGSF11-AS1	0	0	0	0	0
IGSF21	0	0	0	0	0
IGSF22	0	0	0	0	0
IGSF23	0	0	0	0	0
IGSF3	0	0	0	0	0
IGSF5	0	0	0	0	0
IGSF6	0	0	0	0	0
IGSF8	0	0	0	0	0
IGSF9	0	0	0	0	0
IGSF9B	0	0	0	0	0
IHH	0	0	0	0	0
IK	0	0	0	0	0
IKBIP	0	0	0	0	0
IKBKAP	0	0	0	0	0
IKBKB	0	0	0	0	0
IKBKE	0	0	0	0	0
IKZF1	0	0	0	0	0
IKZF2	0	0	0	0	0
IKZF3	0	0	0	0	0
IKZF4	0	0	0	0	0
IKZF5	0	0	0	0	0
IL10	0	0	0	0	0
IL10RA	0	0	0	0	0
IL10RB	0	0	0	0	0
IL10RB-AS1	0	0	0	0	0
IL11	0	0	0	0	0
IL11RA	0	0	0	0	0
IL12A	0	0	0	0	0
IL12B	0	0	0	0	0
IL12RB1	0	0	0	0	0
IL12RB2	0	0	0	0	0
IL13	0	0	0	0	0
IL15	0	0	0	0	0
IL15RA	0	0	0	0	0
IL16	0	0	0	0	0
IL17A	0	0	0	0	0
IL17B	0	0	0	0	0
IL17C	0	0	0	0	0
IL17D	0	0	0	0	0
IL17F	0	0	0	0	0
IL17RA	0	0	0	0	0
IL17RB	0	0	0	0	0
IL17RC	0	0	0	0	0
IL17RD	0	0	0	0	0
IL17RE	0	0	0	0	0
IL17REL	0	0	0	0	0
IL18	0	0	0	0	0
IL18BP	0	0	0	0	0
IL18R1	0	0	0	0	0
IL18RAP	0	0	0	0	0
IL19	0	0	0	0	0
IL1A	0	0	0	0	0
IL1B	0	0	0	0	0
IL1F10	0	0	0	0	0
IL1R1	0	0	0	0	0
IL1R2	0	0	0	0	0
IL1RAP	0	0	0	0	0
IL1RL2	0	0	0	0	0
IL1RN	0	0	0	0	0
IL2	0	0	0	0	0
IL20	0	0	0	0	0
IL20RA	0	0	0	0	0
IL20RB	0	0	0	0	0
IL21	0	0	0	0	0
IL21R	0	0	0	0	0
IL21R-AS1	0	0	0	0	0
IL22	0	0	0	0	0
IL22RA1	0	0	0	0	0
IL22RA2	0	0	0	0	0
IL23A	0	0	0	0	0
IL23R	0	0	0	0	0
IL24	0	0	0	0	0
IL25	0	0	0	0	0
IL26	0	0	0	0	0
IL27	0	0	0	0	0
IL27RA	0	0	0	0	0
IL2RA	0	0	0	0	0
IL2RB	0	0	0	0	0
IL3	0	0	0	0	0
IL31	0	0	0	0	0
IL31RA	0	0	0	0	0
IL32	0	0	0	0	0
IL33	0	0	0	0	0
IL34	0	0	0	0	0
IL36A	0	0	0	0	0
IL36B	0	0	0	0	0
IL36G	0	0	0	0	0
IL36RN	0	0	0	0	0
IL37	0	0	0	0	0
IL4	0	0	0	0	0
IL4I1	0	0	0	0	0
IL4R	0	0	0	0	0
IL5	0	0	0	0	0
IL5RA	0	0	0	0	0
IL6	0	0	0	0	0
IL6R	0	0	0	0	0
IL6ST	0	0	0	0	0
IL7	0	0	0	0	0
IL7R	0	0	0	0	0
IL8	0	0	0	0	0
IL9	0	0	0	0	0
ILDR1	0	0	0	0	0
ILDR2	0	0	0	0	0
ILF2	0	0	0	0	0
ILF3	0	0	0	0	0
ILF3-AS1	0	0	0	0	0
ILK	0	0	0	0	0
ILKAP	0	0	0	0	0
ILVBL	0	0	0	0	0
IMMP1L	0	0	0	0	0
IMMP2L	0	0	0	0	0
IMMT	0	0	0	0	0
IMP3	0	0	0	0	0
IMP4	0	0	0	0	0
IMPA1	0	0	0	0	0
IMPA2	0	0	0	0	0
IMPACT	0	0	0	0	0
IMPAD1	0	0	0	0	0
IMPDH1	0	0	0	0	0
IMPDH2	0	0	0	0	0
IMPG1	0	0	0	0	0
IMPG2	0	0	0	0	0
INA	0	0	0	0	0
INADL	0	0	0	0	0
INCA1	0	0	0	0	0
INCENP	0	0	0	0	0
INF2	0	0	0	0	0
ING1	0	0	0	0	0
ING2	0	0	0	0	0
ING3	0	0	0	0	0
ING4	0	0	0	0	0
ING5	0	0	0	0	0
INHA	0	0	0	0	0
INHBA	0	0	0	0	0
INHBA-AS1	0	0	0	0	0
INHBB	0	0	0	0	0
INHBC	0	0	0	0	0
INHBE	0	0	0	0	0
INIP	0	0	0	0	0
INMT	0	0	0	0	0
INMT-FAM188B	0	0	0	0	0
INO80	0	0	0	0	0
INO80B-WBP1	0	0	0	0	0
INO80C	0	0	0	0	0
INO80D	0	0	0	0	0
INO80E	0	0	0	0	0
INPP1	0	0	0	0	0
INPP4A	0	0	0	0	0
INPP4B	0	0	0	0	0
